deal_class,risk_tier,risk_rank,deal_score,contract_id,contract_price,item_type_count,item_total_units,items,top_value_items,jita_buy_gross,sales_tax_if_instant,instant_liquidation_net_value,haul_reserve,instant_net_profit,instant_net_roi,jita_replacement_value,list_broker_fee,list_sales_tax,list_relist_reserve,list_net_profit_est,list_net_roi_est,buy_unit_coverage,fully_buy_types,priced_buy_types,priced_sell_types,total_m3,start_location_id,station_name,system_id,system_name,region_id,security,secure_jumps_to_jita,shortest_jumps_to_jita,is_player_structure,friendly_sov,friendly_region,sov_alliance_id,friendly_alliance_id,friendly_alliance_name,friendly_alliance_ticker,date_expired,eve_contract_url
B 挂单潜在套利,A2 Jita近郊高安,1,72.1,234955539,300000000.0,1,1,Wolf Hazard Control SKIN x1,Wolf Hazard Control SKIN x1≈0.0M,0.01,0.0003374999999999,0.0096625,0.0,-299999999.9903375,-0.9999999999677917,497900000.0,7468500.0,16804124.999999996,2987399.999999999,170639975.0,0.5496432021423977,1.0,1,1,1,0.01,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-09T20:26:10Z,https://eve-contract-opener.99617224.workers.dev/c/234955539
B 挂单潜在套利,A2 Jita近郊高安,1,71.0,235467066,2000000000.0,1,1,Rorqual Capsuleer Elite XIX SKIN x1,Rorqual Capsuleer Elite XIX SKIN x1≈66.5M,66520000.0,2245049.9999999995,64274950.0,0.0,-1935725050.0,-0.967862525,2900000000.0,43500000.0,97875000.0,17399999.999999996,741225000.0,0.3596608277936823,1.0,1,1,1,0.01,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-25T14:45:23Z,https://eve-contract-opener.99617224.workers.dev/c/235467066
B 挂单潜在套利,A2 Jita近郊高安,1,66.7,235568005,140000000.0,59,65,Men's 'Marshal' Jacket (Blood Raiders black/red) x2 | Women's 'Gunner' Jacket (Blood Raiders black) x2 | Men's Capsuleer Elite XV T-Shirt x2 | Men's Capsuleer Elite XV Cap x2 | Women's Capsuleer Elite XV T-Shirt x2 | Women's Capsuleer Elite XV Cap x2 | Men's 'Street' Shirt (urban camo) x1 | Women's 'Excursion' Pants (black/red/gold) x1 | Women's 'Avenue' Shirt (red patterned) x1 | Men's 'Commando' Pants (red/black) x1 | Women's 'Corsair' Heels (black) x1 | Men's 'Ascend' Boots (grey/silver) x1,Women's 'Avenue' Shirt (red patterned) x1≈12.0M | Women's 'Excursion' Pants (black/red/gold) x1≈8.7M | Women's 'Corsair' Heels (black) x1≈8.2M | Men's Triglavian Survival Suit (Encounter) x1≈3.7M | Women's Triglavian Survival Suit (Encounter) x1≈2.1M,44272354.06,1494191.9495249998,42778162.110475,0.0,-97221837.889525,-0.6944416992108928,271696300.0,4075444.5,9169750.124999998,1630177.7999999996,116820927.575,0.8017599165423556,1.0,59,59,58,6.5,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-28T10:23:34Z,https://eve-contract-opener.99617224.workers.dev/c/235568005
B 挂单潜在套利,A2 Jita近郊高安,1,65.0,235528388,9000000000.0,1,1,Tuvan's Modified Neutron Blaster Cannon x1,,0.0,0.0,0.0,0.0,-9000000000.0,-1.0,14490000000.0,217350000.0,489037500.0,86939999.99999997,4696672500.0,0.5047856956307252,0.0,0,0,1,20.0,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-27T08:42:30Z,https://eve-contract-opener.99617224.workers.dev/c/235528388
B 挂单潜在套利,A2 Jita近郊高安,1,62.7,235676830,501046849.0,13,406,Mjolnir Rage Heavy Assault Missile x330 | Blood Dagger Firework x49 | Navy Cap Booster 400 x9 | Sisters Combat Scanner Probe x8 | Malediction x2 | Mjolnir Cruise Missile Blueprint x1 | Coercer x1 | Osprey x1 | Magnate x1 | Hecate Presidential Agent SKIN x1 | Jackdaw State Regulator SKIN x1 | Men's 'Nova' Headwear (black) x1,Men's 'Nova' Headwear (black) x1≈199.8M | Jackdaw State Regulator SKIN x1≈36.4M | Malediction x2≈29.7M | Hecate Presidential Agent SKIN x1≈16.1M | Osprey x1≈8.1M,295157696.8,9961572.267,285196124.533,0.0,-215850724.467,-0.4307994849140344,701899702.0,10528495.53,23689114.942499995,4211398.211999998,162423844.31550002,0.3149050389547246,0.9975369458128078,12,12,13,23125.98,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-10-01T15:06:02Z,https://eve-contract-opener.99617224.workers.dev/c/235676830
B 挂单潜在套利,A2 Jita近郊高安,1,62.0,235619504,800000000.0,1,1,Worm Aetheric Raiders SKIN x1,Worm Aetheric Raiders SKIN x1≈85.8M,85750000.0,2894062.4999999995,82855937.5,0.0,-717144062.5,-0.896430078125,1081000000.0,16215000.0,36483749.99999999,6485999.999999998,221815250.0,0.2696183060431432,1.0,1,1,1,0.01,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-29T20:17:00Z,https://eve-contract-opener.99617224.workers.dev/c/235619504
B 挂单潜在套利,A2 Jita近郊高安,1,61.9,234851298,1350000000.0,45,3528,Alignment Sequencer x1370 | Fermionic Sequencer x931 | Kerr Sequencer x704 | Neon Forest Gloss - Limited x33 | Cradle of Freedom - Limited x33 | Cradle of Liberation - Limited x33 | Ebony Nightfall Metallic - Limited x33 | Harmonius Bridge - Limited x28 | Cradle of Honor - Limited x24 | Lilac Restoration Matte - Limited x24 | Cradle of Faith - Limited x24 | Arkombine Dawn Satin - Limited x24,Rapier Arkombine Arisen SKIN x3≈240.4M | Hurricane Arkombine Arisen SKIN x1≈112.0M | Scythe Fleet Issue Arkombine Arisen SKIN x1≈76.0M | Condor Arkombine Arisen SKIN x1≈40.1M | Imperial Gold Metallic - Limited x8≈34.0M,692118484.28,23358998.84445,668759485.43555,0.0,-681240514.56445,-0.5046226033810741,1823817227.59,27357258.41385,61553831.4311625,10942903.365539998,373963234.37944746,0.2693677092856758,1.0,45,45,45,53.685,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-06T17:04:06Z,https://eve-contract-opener.99617224.workers.dev/c/234851298
B 挂单潜在套利,A2 Jita近郊高安,1,61.7,235607016,6490000000.0,1,1,Unit P-343554's Modified Drone Damage Amplifier x1,Unit P-343554's Modified Drone Damage Amplifier x1≈5357.0M,5357000000.0,180798750.0,5176201250.0,0.0,-1313798750.0,-0.2024343220338983,8750000000.0,131250000.0,295312499.99999994,52499999.99999999,1780937500.0,0.2668570893425735,1.0,1,1,1,5.0,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-29T14:01:47Z,https://eve-contract-opener.99617224.workers.dev/c/235607016
B 挂单潜在套利,A2 Jita近郊高安,1,61.5,234952737,6500000000.0,1,1,Unit P-343554's Modified Drone Damage Amplifier x1,Unit P-343554's Modified Drone Damage Amplifier x1≈5357.0M,5357000000.0,180798750.0,5176201250.0,0.0,-1323798750.0,-0.2036613461538461,8750000000.0,131250000.0,295312499.99999994,52499999.99999999,1770937500.0,0.2649616607443426,1.0,1,1,1,5.0,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-09T18:36:58Z,https://eve-contract-opener.99617224.workers.dev/c/234952737
B 挂单潜在套利,A2 Jita近郊高安,1,60.6,235630921,700000000.0,18,25,Aurora M x3 | Inferno Heavy Missile Blueprint x2 | Ubiquitous Moon Mining Crystal Type A II x2 | Coherent Asteroid Mining Crystal Type A II x2 | Coherent Asteroid Mining Crystal Type B II x2 | Simple Asteroid Mining Crystal Type B II x2 | Hoarder Blueprint x1 | Inferno Cruise Missile Blueprint x1 | Mobile Tractor Unit x1 | Vexor Blueprint x1 | Scourge Heavy Assault Missile Blueprint x1 | Scourge Light Missile Blueprint x1,Talos Blueprint x1≈317.1M | Squall Blueprint x1≈61.0M | Vexor Blueprint x1≈55.2M | Mobile Tractor Unit x1≈8.0M | Ubiquitous Moon Mining Crystal Type A II x2≈1.5M,446444570.0,15067504.237499995,431377065.7625,2266140.0,-270889074.2375,-0.3857356332707426,946813890.0,14202208.35,31954968.787499998,5680883.339999999,192709689.52249992,0.2668557703392049,0.96,17,17,18,190.1,1044005101213,Onnamon - Protectorate Production Yard,30045324,Onnamon,10000069,0.6,7,7,True,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-30T06:01:12Z,https://eve-contract-opener.99617224.workers.dev/c/235630921
B 挂单潜在套利,A2 Jita近郊高安,1,58.5,235305108,650000000.0,9,9,Anode Scoped Dual Giga Beam Laser Blueprint x1 | Anode Scoped Dual Giga Pulse Laser Blueprint x1 | Anode Scoped Quad Mega Pulse Laser Blueprint x1 | Compact Carbine Quad 800mm Repeating Cannon Blueprint x1 | Carbine Compact Hexa 2500mm Repeating Cannon Blueprint x1 | Carbide Compact Quad 3500mm Siege Artillery Blueprint x1 | Scout Scoped Dual 1000mm Railgun Blueprint x1 | Anode Scoped Triple Neutron Blaster Cannon Blueprint x1 | Anode Scoped Ion Siege Blaster Blueprint x1,,0.0,0.0,0.0,0.0,-650000000.0,-1.0,925000000.0,13875000.0,31218750.0,5549999.999999998,224356250.0,0.3351477013855174,0.0,0,0,9,0.09,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-20T12:32:18Z,https://eve-contract-opener.99617224.workers.dev/c/235305108
B 挂单潜在套利,A2 Jita近郊高安,1,58.0,235320750,139950000000.0,1,1,'Draccous' Fortizar x1,'Draccous' Fortizar x1≈85000.0M,85000000000.0,2868749999.9999995,82131250000.0,0.0,-57818750000.0,-0.4131386209360486,183000000000.0,2745000000.0,6176249999.999999,1097999999.9999998,33030750000.0,0.229710417057854,1.0,1,1,1,80000.0,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-20T20:40:29Z,https://eve-contract-opener.99617224.workers.dev/c/235320750
B 挂单潜在套利,A2 Jita近郊高安,1,57.9,235282239,140000000000.0,1,1,'Draccous' Fortizar x1,'Draccous' Fortizar x1≈85000.0M,85000000000.0,2868749999.9999995,82131250000.0,0.0,-57868750000.0,-0.4133482142857143,183000000000.0,2745000000.0,6176249999.999999,1097999999.9999998,32980750000.0,0.2292829682362019,1.0,1,1,1,80000.0,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-19T20:07:32Z,https://eve-contract-opener.99617224.workers.dev/c/235282239
B 挂单潜在套利,A2 Jita近郊高安,1,56.2,235072942,25000000000.0,2,2,Draugur Niflhel Gildclaw SKIN x1 | Draugur All-Stars Casino Clash SKIN x1,Draugur All-Stars Casino Clash SKIN x1≈9501.0M | Draugur Niflhel Gildclaw SKIN x1≈6101.0M,15602000000.0,526567500.0,15075432500.0,0.0,-9924567500.0,-0.3969827,32205000000.0,483075000.0,1086918749.9999998,193229999.99999997,5441776250.0,0.211937669769852,1.0,2,2,2,0.02,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-13T10:36:58Z,https://eve-contract-opener.99617224.workers.dev/c/235072942
B 挂单潜在套利,A2 Jita近郊高安,1,56.0,235500730,31000000000.0,1,1,Vepas' Modified Multispectrum Shield Hardener x1,Vepas' Modified Multispectrum Shield Hardener x1≈16090.0M,16090000000.0,543037499.9999999,15546962500.0,0.0,-15453037500.0,-0.4984850806451613,39870000000.0,598050000.0,1345612499.9999998,239219999.99999997,6687117500.0,0.2100405436772688,1.0,1,1,1,5.0,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-26T14:11:03Z,https://eve-contract-opener.99617224.workers.dev/c/235500730
B 挂单潜在套利,A2 Jita近郊高安,1,55.8,235380963,11500000000.0,1,1,Mizuro's Modified 800mm Repeating Cannon x1,Mizuro's Modified 800mm Repeating Cannon x1≈18.4M,18400000.0,620999.9999999999,17779000.0,0.0,-11482221000.0,-0.998454,14770000000.0,221550000.0,498487500.0,88619999.99999997,2461342500.0,0.2084087273934244,1.0,1,1,1,20.0,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-22T18:20:26Z,https://eve-contract-opener.99617224.workers.dev/c/235380963
B 挂单潜在套利,A2 Jita近郊高安,1,52.4,235318208,200000000.0,2,2,Purloined Sansha Data Analyzer x1 | Echelon x1,Echelon x1≈162.6M | Purloined Sansha Data Analyzer x1≈18.9M,181540000.0,6126974.999999999,175413025.0,9014000.0,-33600975.0,-0.1607594467356253,291190000.0,4367850.0,9827662.499999998,1747139.9999999995,66233347.5,0.3078773692936503,1.0,2,2,2,2505.0,60011602,Villore VII - Moon 6 - Senate Bureau,30004993,Villore,10000064,0.9,14,11,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-20T19:15:49Z,https://eve-contract-opener.99617224.workers.dev/c/235318208
B 挂单潜在套利,A2 Jita近郊高安,1,51.0,235608469,665000000.0,6,6,Low-grade Amulet Alpha x1 | Low-grade Amulet Beta x1 | Low-grade Amulet Delta x1 | Low-grade Amulet Epsilon x1 | Low-grade Amulet Gamma x1 | Low-grade Amulet Omega x1,Low-grade Amulet Omega x1≈155.0M | Low-grade Amulet Epsilon x1≈111.6M | Low-grade Amulet Gamma x1≈60.0M | Low-grade Amulet Delta x1≈49.5M | Low-grade Amulet Beta x1≈36.8M,431920000.0,14577299.999999998,417342700.0,0.0,-247657300.0,-0.372416992481203,858030000.0,12870450.0,28958512.5,5148179.999999999,146052857.5,0.2138343686174416,1.0,6,6,6,6.0,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-08T14:39:14Z,https://eve-contract-opener.99617224.workers.dev/c/235608469
B 挂单潜在套利,A2 Jita近郊高安,1,50.8,235331892,360000000.0,1,1,Mid-grade Rapture Omega x1,Mid-grade Rapture Omega x1≈294.2M,294200000.0,9929249.999999998,284270750.0,0.0,-75729250.0,-0.2103590277777778,483100000.0,7246500.0,16304624.999999998,2898599.999999999,96650275.0,0.2611145602089559,1.0,1,1,1,1.0,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-21T07:07:58Z,https://eve-contract-opener.99617224.workers.dev/c/235331892
B 挂单潜在套利,A2 Jita近郊高安,1,50.4,235407221,12950000000.0,1,1,Black Market 'Valdimar' Drone Sharpshooting DS-805 x1,Black Market 'Valdimar' Drone Sharpshooting DS-805 x1≈9726.0M,9726000000.0,328252499.99999994,9397747500.0,0.0,-3552252500.0,-0.2743052123552124,15860000000.0,237900000.0,535275000.0,95159999.99999996,2041665000.0,0.1537044175062071,1.0,1,1,1,1.0,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-23T15:52:23Z,https://eve-contract-opener.99617224.workers.dev/c/235407221
